Date,Title,Content,Name,Rating,Version
8/9/2014,Barely tolerable,"Since my negative review was ""lost"" I'll summarize it here.  

This app barely scratches the capabilities of the desktop and is more of a user irritant than an adjunct to those of us who subscribe to Pluralsight for good video training.

Limitations that irritate most involve the search functionality as well as the inability to share ""recently viewed"" information with other devices, even though I am logged on as a subscriber.  (And have been a subscriber for nearly three years.)

Other limitations are too numerous to list a second time (lost, huh?) but there are more.

I gave it two stars because the videos look nice if you find the one you want by mistake.",CynicPsyProg,2,1.9.3
8/4/2014,Terrible startup times,Like the other reviewers the app takes several minutes to startup for me.  I have the latest version of iOS on an iPhone 4 connected to 50mb network.   Once the app loads it works ok and allows you to watch the great Pluralsight videos.,Obbibobber,2,1.9.3
8/1/2014,Need to get pluralsight authors to mac the app,The catalog has to refresh nearly every time you start the app. It's really slow and annoying. Poor user experience but at least there's good content.,Avianate,3,1.9.3
7/16/2014,Still not working for iOS 5.1.1,If you've got an old iPad with iOS 5.1.1 don't even bother. It doesn't work.,Oovs,1,1.9.3
7/13/2014,Hopeless,You got to wait 20 mins for the app to be loaded. I feel this app to be useless,Mymemyself,1,1.9.3
7/9/2014,Okay Player,"The search screen isn't as nice as the browser version showing all the courses plus the app keeps the content watched sync'd with the website but not the other way around. Since I'm watching some of the courses at work during my lunch hour on the browser, those modules watched are not reflected in the app. I think I will stick with the browser.",Rich_St,3,1.9.3
7/4/2014,"It used to be so-so, but it is much improved of late","I've been using this app for two years. Other than not showing when the videos were produced or the size of the files in mb when in the course, this app now works great. I'm very happy with it.",IWishUWell,5,1.9.3
6/24/2014,Practically Unusable By Itself,"First the app is primitive you can look by category or search but that is it. No filter or sorting. 

Next it does not show anywhere the release date for the videos. Since these are technology videos about software development and things age quickly in this world it is critical to know what the release date was of the video to know if it is still relevant and useful to what you want to learn. 

The date should be in the list and should be sortable by date as well as title.

Also there is no way to just look at the details, when you touch the row in the list it starts playing the video. When I touch the video it should take me to the details and allow me to play. OR and this would be better have a details and play button in the list and you can chose what to do.

So the only way this app is useful is if you already know the exact video or videos you want to watch from the website, and then just set them to be offline so you can then have a shorter list to use to view what you want.

In short its not really useful by itself, its to primitive for an app view to a subscription you are paying for. I mean Hulu and Netflix cost way less than this and they have amazing apps for watching videos, ones that paid subscription services should try to emulate.",Creepy Gnome,1,1.9.3
6/23/2014,Crash/freezes on old/new iPads,Worst app I've ever used on any idevice. I thought maybe it was freezing on my old 2nd gen iPad because of the old 5.1 iOS. Installed on my mini iPad Air with same result. Have to kill the app about every 5min and start it again to use it. Not a bandwidth issue either since we have 100mb at work and I have 50mb at home. I've never left a review until this app. It's so bad I felt compelled to warn others. Pluralsight needs some help in the iOS development team.,Smtxom,1,1.9.3
6/20/2014,Chromecast & AppleTV,"Love being able to use chromecast and AppleTV!  

Only problem I had was with the 10 sec rewind.  I could never get it to work",kefoster,4,1.9.3
6/15/2014,Worst on apple devices,It literally takes more than 5 mins to fetch a 10min video on 50Mbps connection. Absolutely waste of time. App needs lot of improvement to make it work on ipads..,.netizen,1,1.9.3
6/14/2014,App doesn't work,"So far unable to use. Has of categories but once you click one, nothing comes up. Useless...",iistrell,1,1.9.3
6/2/2014,Add bookmarks,"Good app, but I would like to add new bookmarks and view existing bookmarks without having to go to the web site.",Joe Ego,3,1.9.3
5/31/2014,Good app if it worked,So I pay for a subscription for pluralsight and since it's an app monitored by the creators of an educational website on developing I would expect it to work right. I constantly get caught in a never ending loop of trying to load a video and that is unacceptable from a company such as this.,JByeaa,2,1.9.3
5/30/2014,Unable to get the app working,This app always has an issue. Never got this working. Had to switch to the browser based version.,GeekWithaTweek,1,1.9.3
5/28/2014,Liking it,"I am liking it so far. A couple things that keep it from 5-stars:
-download size of videos. I did not see any display of how large the videos were to download for offline viewing, though I do love the feature.
-I know it is new, but Digital Tutors integration. I would love to see their videos in the app. Any timeframe of when this might happen?

The app is fantastic and works smoothly other than these, keep it up",Niro the Great,4,1.9.3
5/26/2014,Great job - wish it had digital tutors library,Overall great app. Only wish is to have digital tutors asset library included in with plural sights asset library.,Chris Modica,4,1.9.3
4/18/2014,Refresh catalogs,"I see a list of categories, but there is nothing to choose from when a category is selected.  Searching never returns anything.  So far, this app is useless.

An update... You have to refresh catalogs from the info icon for things to show up.  It does work. Just not intuitive on how to get up and running.",Awpenguin11,4,1.9.3
4/9/2014,Good,Good,dekrypton,4,1.9.3
4/4/2014,Finally!,This app was always cool but basically useless to me because mobile screens are just too small for these videos. UNTIL THE CHROMECAST! Chromecast integration is perfect for this! Thanks for adding Chromecast support and please continue to add more Chromecast features!,loganamclain,5,1.9.3
4/3/2014,Essential part of my commute,"Great courses, reliable app",Seamus Owens,5,1.9.3
4/1/2014,Nice app,"It's been really nice for a little training. One thing that would be nice to add would be brief quizzes at the end of each segment, just to kind of help lock in the new knowledge. Still really good videos, I really like this app and the training a lot.",Craigt35,4,1.9.3
3/24/2014,UI blocks awaiting downloads,"Frequently blocks the ui when awaiting a download.  Seems there might also not be a timeout to clear the progress screen in the event the download fails for some reason.  Have to force quit to get around.  Else this is very helpful, especially like offline mode and Airplay option.",Jim Hankins,5,1.9.3
3/13/2014,Nice,Nice handy app for working professionals by professionals,Tkmallik,4,1.9.3
3/9/2014,iPad 1 - crashes on startup,App worked fine on my iPad 1 until this update. Now it crashes immediately on startup.,TomX2498,1,1.9.2
3/9/2014,Crashes immediately on startup on iPad 1 after latest update,"Until the last update, this was a fantastic app.  But with the latest update, it crashes immediately upon launching.  I've tried rebooting, uninstalling, and reinstalling.  Nothing helped.",ElectronincKid,1,1.9.2
3/8/2014,Latest version just crashes,I confirm that the latest version just crash on start up,Leah68_Sabrina,1,1.9.2
3/6/2014,Don't update,Keeps crashing after update,MikeBerg2014,1,1.9.2
3/5/2014,Keeps on crashing,The latest version keeps on crashing. Not able to use it.,Jwzapp,1,1.9.2
2/7/2014,Good but couple of features missing,"Love the content and generally the app, although I'd expect background audio playback and swipe left and right on video to go back/forward 30 seconds",DamianMehers,4,1.9.1
1/29/2014,Works after deleting and reinstalling..,Works after deleting and reinstalling.. Wouldn't expect such issues from a tech savvy..,Ganubp,5,1.9.1
1/28/2014,Worse App ever!,"This app is poorly made! For a company that advertises and sells programming classes and videos, obviously someone at PluralSight hasn't even bothered to complete these courses before launching this app.
This app is a total fail, and on such a basic & simple function, login & watch videos. 
How can you possibility mess that up?!?
Try to use this app and you will find out how PluralSight messes this up!",XandMan70,1,1.9.1
1/27/2014,Bad.,If it is indeed official Pluralsight app it is a disgrace for the company.,Vieviurka,1,1.9.1
1/17/2014,Working after reinstall,"[Update]
 
Deleted app and then reinstall.",Neolok,1,1.9.1
1/13/2014,Great app,"PowerShell course loaded quickly, showed my progress from another device. Layout looks great. Easy to find courses.",seabrin,5,1.9.1
1/8/2014,An embarrassment for Pluralsight,"Sadly, this application is extremely rudimentary and feature-poor. As others have noted, catalog updates are done at each startup and block usage of the app until they are finished. The application also fails to synchronize with progress made using the Pluralsight website. I expect much better from a tech savvy company that focuses on creating great developers.",MrOctothorpe,1,1.9.1
1/4/2014,Poor App,"1- No bookmark or favorite option.
2- Very slow startup.",محمد البياتي,2,1.9.1
1/3/2014,Horrifyingly bad app,"This app was clearly written by teenagers as a class project and turned in incomplete.  Crashes constantly, fails to retrieve videos, fails to restart videos, fails to connect to their system.  A real steaming pile.  Criminally bad.  In a normal organization, people would be fired for putting out total garbage like this.",IOS_Programmer,1,1.9.1
1/3/2014,Constantly hangs up. Pretty much useless.,This app used to be good but lately I can't get through a course without the video hanging up during segment transition. Needs serious work.,AkAlan,1,1.9.1
12/26/2013,Catalog update,"Why does it take soo long to update the catalog every time in launch the app.  I stare at ""processing modules"" for well over 60 seconds!",Sir haus,2,1.9.1
12/9/2013,Keeps Getting Worse,"Crashing and empty categories/recently viewed section (""null""). How does a company who's tag line is, ""Hardcore DEV and IT training"" have such a difficult time keeping an application stable on one of the most-used and developed-for mobile platforms in existence?

Other than CBTNuggets, they continue to buy the competition & insist on making barely usable. 

I don't pay a monthly fee for difficulty & obsolescence. Get it together or I'll fork out the cash for someone else & encourage everyone I meet to avoid you at all cost.",dannadams,1,1.9.1
12/6/2013,Not working,No results on searches and categories are blank when I click on them.,BobbyFedHill,1,1.9.1
11/28/2013,Must have speed control,"The app is good but without speed control it can't be great. The web version has it and it is wonderful. Almost all sessions are way too,slow in delivery. Please consider speed control in upcoming release.",jwesrb,3,1.9.0
11/22/2013,Definitely liking the reworked UI. Quite responsive.,"This frontend to the pluralsight library has grown from an afterthought to my current main interface to the vids. 
Kudos!",Coffee Jones,4,1.9.0
11/20/2013,Latest update not working well on iPad2,"The latest update for iOS7 is not working well at all... Freezes often, crashes when maximizing or minimizing etc...Please fix the issues...

Plural sight courses rock though...",Sb.sbzA,2,1.9.0
11/19/2013,Just plain bad,Want to see how bad? Just launch it .... first 90 seconds wasted automatically refreshing the catalog. Why not make that a manual process? Instead you MUST WAIT!!!!!,md_chgo,1,1.9.0
11/17/2013,App crashes at splash screen after update .,"App crashes at splash screen after update . iPad 4th gen , iOS 7.0.3",AvinashRaj,1,1.9.0
11/15/2013,Crashes on splash screen,"Tried rebooting, reinstalling app, still crashes on splash screen",cubalibre000,1,1.9.0
11/14/2013,A painful mess,"Excruciatingly slow, constant hangs loading videos. 

I only wish Pluralsight wasn't eating up all the good sources of video based training, as they have continually proven they do not have the technical chops to maintain the level of quality of those who sold out to them.",Tetious,1,1.9.0
11/14/2013,WOW! Great verity and quantity.,I'm learning a multitude of programs. So much to learn its hard to stay focused on one thing.,A.K.A. Ike,5,1.9.0
11/14/2013,"Very buggy, not cloud-based","I am constantly having to shut down this app, then relaunch it due to it hanging while fetching videos. Most of the time, I can watch only one video before it hangs again while trying to fetch the next one. This gets annoying. 

This app does not keep your most recent watched videos in the cloud. I cannot, for example, pick up on the iPad where I left off on my iPhone or PC. I have to search for the video, then try to remember where I left off. 

Sigh.",Malebocks,3,1.9.0
11/13/2013,Too little too late.,"App still crashes when I try to load videos.  Flushed memory, hard boot device.  Took 10mins to build catalogue (of courses I can't watch).  No up-sell here.",Idleastronut,1,1.9.0
11/13/2013,Great app!,"Best development training ever, easy to use, now readily available on mobile devices.",j1h23,5,1.9.0
11/8/2013,Whoops,"Nice update, guys.  The app crashes on the splash screen.  Every time.",gcy2,1,1.9.0
11/5/2013,Broke,Does not work with iOS 7,Neibarger,1,1.8.0
11/5/2013,Plays PluralSight videos well,"This app might not be super heavy on features, but it performs it's core feature very well - that is playing plural sight videos. Been using it for a few hours on a few different trainings and have had no issues whatsoever. Also love the full screen mode.",Bearlakeboarder,4,1.8.0
10/22/2013,Interface update please!,This is a classic case of design ruled by data. The data format needs to be separated from the design to work on mobile apps. The future is mobile and app interface is still acting like it's being displayed on a PC.  Please redesign this interface for the mobile era.,geekmee,2,1.8.0
10/16/2013,Doesn't play videos,An update apparently broke playback.  It hangs on 'fetching videos'.  Please fix or we will cancel membership.,danroot,1,1.8.0
10/6/2013,Fetching Video,"Fetching video problem went away when I registered my account. Works great now, but would have been better to have an error message telling me my account wasn't authorized!",Bradandrewwilson,4,1.8.0
10/3/2013,Videos don't load,"Videos don't load on the latest ios update.  For a company that markets on giving top quality instruction for designing apps and learning programming, they should do a better job with keeping their own apps up-to-date",Bmac18384920,1,1.8.0
9/22/2013,"Great site, ok app","I love Pluralsight but the app for the iPhone and iPad is pretty basic and needs an upgrade to be able to compete with other training sites. It needs a feature to keep track of your video progress and be able to resume on where you left off. The interface can also use a makeover in order to have the same feel as the modern apps in the App Store.
I like that you can download the video for offline access and checks off the video to keep track of what videos you have completed. Decent for what it does but can be better.",Menacestudio,3,1.8.0
9/22/2013,"Great site, ok app","I love Pluralsight but the app for the iPhone and iPad is pretty basic and needs an upgrade to be able to compete with other training sites. It needs a feature to keep track of your video progress and be able to resume on where you left off. The interface can also use a makeover in order to have the same feel as the modern apps in the App Store.
I like that you can download the video for offline access and checks off the video to keep track of what videos you have completed. Decent for what it does but can be better.",Menacestudio,3,1.8.0
9/20/2013,UI,"Great UI improvement, but still need improvements on bookmarks. Too bad some videos now take forever to load. Keep improving the app!",Laura Lopes,3,1.8.0
9/16/2013,I love Pluralsight,I use Pluralsight all of the time and the latest release is so easy to find what I am looking for.  The instructors are outstanding.,Estockdale,5,1.8.0
9/14/2013,"Stuck on ""fetching videos""",Videos do not load after new iOS update,Br1k,1,1.8.0
9/13/2013,"Does what it's supposed to, flawlessly",Now all you need is to expose the author portal through an API :),dotnetdude,5,1.8.0
9/12/2013,Extremely Basic,"It's great that the app is available and allows access to viewing courses on the iPad / iPhone. 

Get rid of the background it's annoying. 

Show the date of the course",FurqanIqbal,1,1.7.1
8/26/2013,I have the same frustration as user#4.,"The app shows ""fetching video"" forever when the wifi connection is broken in the middle. No way to kill the app sometimes. I have to reboot my IPAD.",lin ke,2,1.7.1
8/17/2013,Needs work,"Some videos don't always play, which is a big issue for me, that's suppose to be the core functionality of the app.

Other than that very basic app.  Considering the people pay for the content, the app should have more features.",Pathachiever11,2,1.7.1
8/15/2013,Just needs a little tweaking,Please expose the same boom marks and last-viewed data that the website lists when you log in.,jammerx19,3,1.7.1
8/15/2013,PS content deserves better,"iPad player is horrible ... Needs an HTML5 overhaul!

UPDATE: no longer utterly horrible....merely highly disappointing and frustrating. Incredible that PS allows this shoddy app to be associated with the brand!",AmJustSteve,2,1.7.1
7/30/2013,Works great,Might be cool if you could review the sessions in the app.,Livesoftware,4,1.7.1
7/15/2013,Raise our desire to learn 💪,"The app is limited functions and needs lots and lots of improvements, the most important for me: improve video output from the iPhone to Apple Tv to 1080p, improved search with addition the most important filters like  search by specific programming language, product or technology and search by the author. Also not considered first video of the module has been seen when just clicked on the module. Also have to add description to the courses.",aow world,4,1.7.1
7/5/2013,Hangs on Fetching Video,"Rebooted...nothing. Deleted and reinstalled...nothing. Come on guys. You provide training to developers, yet put this out? Maybe your devs should watch some videos...",Captain Niemo,1,1.7.1
7/3/2013,Best thing ever happened in the training world,Pluralsight is by far the best thing ever in the world of training. Nothing like watching some of these courses airplayed to the big a screen tv using this app.,Cartic,5,1.7.1
6/28/2013,Terrible app...,The very first time I used this app it hung during the fetching of a video. There was no way to cancel it. I had to power off my iPad. This is just plain poor programming. This app does not deserve to be in the App Store.,Bmontegani,1,1.7.1
6/27/2013,Excellent intro to C#,I have been programming in C # for some years but I have learned so much more from this tutorial.  I am looking forward to taking more of these tutorials.,Tmactnt,5,1.7.1
6/24/2013,Limited funtionality,"This app has pretty basic functionality but still requires considerable improvements. Some courses are hard to open for viewing because the search often returns irrelevant results, no way to sort the list of courses be date added, no ability to add courses to favorites and see this list... Very disappointed.",Konstantin Tarkus,2,1.7.1
6/19/2013,More Features... Please,"I would really like to see more features. There are a lot of courses in many topics available in the PluralSight catalog, and it would be nice to have more features to help manage things like curriculums (putting together courses you want to complete), tracking courses you've started, tracking courses you've completed, the ability to collapse the topics, and hide courses you're not interested in and/or completed.",asgrant67,3,1.7.1
6/9/2013,"If possible, stick to the website","Pluralsight produce great content on several relevant topics for any developer who dares to call him/herself so. The iOS application is lame. The features to browse the catalog are limited. The overall appearance is dull and lacking all the sober but appealing aesthetics of the Pluralsight brand. The worst part were the features for offline content viewing: it crashes when adding videos to the download queue, when removing them and even when no videos have been removed or added from/to the queue at all! Based on the quality of their content, I would expect a more polished application/experience. The application is certainly usable, it's just that the whole experience is poor. I hope it is in its early stages as a ""Minimum Viable Product."" I know Pluralsight can do much better than this.",CARLOS D MORALES DURAN,2,1.7
5/25/2013,Extremely DISAPPOINTING,Good Videos.  Streaming quality fine.  Miserably disappointing app.  Every time you launch you have to search again for what you want.  No sense of state.  You can do MUCH better than this.  You do seem to know a person or two who can create apps.  Why don't you put one of them on this?,TheWeege,2,1.7
5/15/2013,Doesn't work,"Unable to watch a video for longer than a quarter of a second. Not sure what's going on there, but the app in this state is of no use.",Glitch0,1,1.7
5/7/2013,Absolutely amazing stuff.,"Great subjects mixed with great teachers mixed with real life implementation strategies mixed with - and this is the best part.  Every single module you leave, you will be assured you can to your computer and within minutes produce something useful. The classes are very hands on and you see every single line of code.  I love this system.  I cannot understand how anyone who is looking for training on core Microsoft technologies could not give this a 5 star rating.",kdicus,5,1.7
4/24/2013,"Great content, bad app",I have had this app for the better part of a year and it seems like I have a 50-50 chance of it working.  The latest issue seems to be videos refusing to load.  Please correct these issues in a timely fashion as this is a great tool for me to digest content in my spare time without being stuck in front of my laptop.,Napalm684,2,1.7
4/23/2013,Does not work,"Basically, this app worked for a few hours on the day of my subscription and not at all for the past 3 days.",efleming969,1,1.7
4/16/2013,"Great content, but app has problems","The content PluralSight is very good, but I am unable to get any of the videos to play for longer than about half of a second at a time. Thus, I am stuck using a computer to access the content.",caseyscarborough,2,1.7
4/3/2013,"Looks Great, functions poorly","I am unable to get it to play a video for more than 1 sec at a time. I was very excited to use this on my iPad with out having to use the browser, but due to this issue on my iPad3 i am stuck using the web....",RGlide650,2,1.7
3/20/2013,I really like the app but...,"I really like this app, perfect companion for my study time...i would really love to see a feature to watch videos offline.",Chetrucci,4,1.7
3/19/2013,App needs a little more work,"First the videos for pluralsight are excellent.  I am thoroughly enjoying them.  My review deals with issues regarding the app.  I have an iPad 2 and ever since Apple released IOS 6 and subsequent patches, I have had issues with lost connectivity with my wifi.  Now, it's incredibly annoying as I've read that it may be related to having bluetooth on or tweaking your wifi to use WEP.  Anyway, the lost connectivity adversely effects pluralsight's app as it will say it's ""fetching video"" but never gets anything after my connection is lost.  I have to either reboot or delete their app and reinstall it.  Pluralsight is aware of the problem and they did respond saying they would try to fix in a future update.  Once they fix this issue, I'll change my rating to either 4 or 5.",PandaBear75,3,1.7
3/13/2013,Well Done,"Great company. Great app.  Simple, easy to use, and consistent, uninterrupted playback on virtually any network.  Impressive.  Keep it up.", Tony Stark,5,1.7
3/2/2013,Mr,Plural sight is one of the best resource for learning new technology very quickly,Mohsen Vafa,5,1.7
2/26/2013,Awesome,It has a nice clean design and most importantly a lot of great content,brpyne,5,1.7
2/22/2013,Awesome,The ui is simple but extremely effective because plural sight is about content and I have no issues getting to the content I need.  Spot on use case.,Happy Puppy,5,1.7
2/21/2013,Barely minimum app,"The Pluralsight team really phoned this junker in:)

Although less buggy than before, this app lacks features and has flaws that make the user experience quite poor. 

To name a few:

--Search seems to pull items in that have low/no relevance to my keywords, with no sorting of relevance.
--Recently watched videos cannot be accessed directly --you have to go through the shoddy search described above.
--You can't click on any links provided in the video presentations.

This app reflects poorly on an otherwise awesome team and company. An app like this can only fuel the perception that Microsoft and its satellite developers produce unsexy, uninspired software that barely meets a spec and nothing more:( 

Be embarrased, you are all developers and need to represent!!",Guntsmash!,2,1.7
2/18/2013,There is no user experience,"Considering that Pluralsight is a paid site, they could have created a better app.  Basic functionality like my current watchlist is missing, leaving the user to remember what he was watching.",Jujiro1,4,1.7
2/17/2013,AirPlay is goofy,The latest update causes immediate crash on launch.  I had to uninstall/reinstall.,MikeF74,2,1.7
2/12/2013,Crashing app,I am unable to watch lessons on my iPhone the app crashes just before I pull up a video.,lorrodriguez,1,1.6.1
2/2/2013,Incomplete,"Con: Really needs favorites, history, filtering, better navigation, and notifications.  
Pro: Streaming works well even over 3G->Bluetooth connection.  The variable speed is a must have.  Auto play of video segments is appreciated.  Instructors of high quality.",Btparker1,3,1.6.1
1/27/2013,Needs lots of improvement,Needs the ability to track my classes. I also don't want to be refreshing the catalog should do that automatically.  Needs better UI design. Needs to be friendlier to use.,Marcelo Lewin,3,1.6.1
1/20/2013,Horrible App But Really Good Content (If You Can Get It),I really like the content from Pluralsight. Getting it to download the offline content so I can watch when I don't have a connection is quite a different matter. It usually takes more than five attempts to download each module. For a technical training company to not have someone (or some people) that can fix this issue should be quite embarrassing for them. C'mon Pluralsight... Fix this POS app.,The Rotten Apple,1,1.6.1
1/15/2013,Poor user experience,Works fine when you want to watch a video. Does not remember what session you are watching or where in the course your at. We should be able to shrink and expand the categories like on the web site.,Edgytech,2,1.6.1
1/12/2013,Usability for iPad version of the app is terrible,"Being a big fan of Pluralsight, I hate to say it but the iPad version of the app is awful. Not even close to what iPhone version offers. It hangs a few times on each (!!!) video and you have to restart the app to resume playback.

But resuming the app on your iPad implies you have to search the module you were watching from scratch again (!!!). I will continue to use it but as a Pluralsight customer who pays for the subscription I am quite disappointed.

Please, take this app serious or leave just an iPhone version so not to fuel an impression that horrible app equals of your trainings quality.",ptsurbeleu,2,1.6.1
1/10/2013,"Huge usability issues, very funny to see from dev experts","Huge usability issues, very funny to see from dev experts: is it hard to update catalog in the background? Why to wait on each run? Search is simply joke. Offline modules are not grouped and no progress indicator :(",PoohFromSpb,2,1.6.1
1/3/2013,Needs history,"Decent app, but it keeps losing track of where I was last time I ran a video.  That and I cannot see my viewing history like I can on my Mac.",IphoneDevGuy,3,1.6.1
12/28/2012,Flag subscribed courses,"Yea, I know this is not an issue for paid subscribers, but since you do offer some for free it would be so helpful to visually flag them in the TOC somehow. Thanks.",mobsite,4,1.6.1
12/24/2012,Doesn't work,This app doesn't play videos on my retina iPad. Progress indicator just spins and spins.,Pykachu,1,1.6.1
12/18/2012,"Good content, horrible app","Every time I try to play a video I get ""an error occurred during playback"" until I select the video again, then it plays. When it moves on to the next segment I get the same error, however I can't seem to find a way to get back to the playlist (in full screen mode) besides forcing the app to close. After I reopen the app I have to find the series again, select the video I tried to watch (even though it's marked as played!!), wait for the error, and select the video again... Rinse and repeat if you want to use full screen mode. Very frustrating!",crossfad3,1,1.6.1
12/13/2012,Can't see my courses,The app only shows all of the courses available from this vendor. There is no way to filter out to see only those classes I have purchased.,George rrrrrrrrr,2,1.6.1
12/1/2012,Well done,Very nice.  You guys hit it out of the park.,Pkellner99,5,1.6.1
11/27/2012,Issues with offline downloads,"If not for the issues with the offline downloads, I would be giving this a 5-star rating. 

Great training material and great presenters with terrific insight on the products to teach any subject with very good command. 

The app needs to get better in presenting and sync'ing the updates back and forth with online account. It doesn't help to see a downloaded module not playable or worse like ""the module you downloaded is no longer in your catalog. You must either remove it or redownload"" with apparent no reason for that message for all of a sudden. The only recourse I had was to remove all the offline modules and redownload them. What a pain especially when I only use this in offline mode.",Knight Srinivas,3,1.6.1
