Date,Content,Rating
6/24/2015,Every time i search the app dosnt find any available videos to show and there is no sync with my web history.,1
6/24/2015,Unable to play or download anything!,1
6/24/2015,The tool is out date but content is great. So I am not sure I am giving 4 star but definitely I like content! Tool require development. Also Please consider to make it Andorid TV compatibility.,4
6/23/2015,Does not work,1
6/23/2015,Still lots of buffering and stop starting,2
6/23/2015,Good app,4
6/22/2015,Still a great app. Have a bit of stuttering from time to time but no real gripes,5
6/21/2015,Fantastic little app that lets me learn on the go.,5
6/21/2015,"If all you want to do is ensure you have access to videos while commuting without relying on a data connection, it does the job",4
6/21/2015,Nice app for training. I like the offline feature for plus members. Makes it easy to get training on the go...,5
6/20/2015,Very happy to see plural sight as an app. Very easy to learn on the go. Nicely  categorised.,4
6/20/2015,speed of downloading the courses for offline viewing over wifi is very slow.  Othewise the courses are good.,2
6/20/2015,No update since February? Ouch. Needs material design as well.,3
6/20/2015,Nice one,5
6/20/2015,Good,4
6/20/2015,It is crashing when I launch training,1
6/19/2015,No bugs that I could find...  just needs more focus on usability,3
6/19/2015,Allows me to watch videos offline and save bandwidth..,4
6/18/2015,App is adequate for viewing streamed courses but the offline viewing has a major flaw - viewing progress is not synced back to the server so you can't see what you have or haven't already watched on the website. This fundamental feature request appears to have been outstanding for a long time on the Pluralsight forum. I cannot understand why this has not been implemented.,2
6/18/2015,The full website shows some great filtering and allows you to access your account and playlists. Would be nice if this app did. Would like to watch a video in my playlist.,3
6/18/2015,Why even bother with an app if it makes it harder to view content than just opening a web browser. Pretty embarrassing for a company that specializes in tech tutorials,1
6/18/2015,"The video lags and gets distorted in Offline mode. Online videos are ok, nothing great about the app.",3
6/17/2015,Says video has downloaded then **tries to download using mobile data** Downloads don't play half the time Playback extremely choppy on 1.5x  and above No option to save to memory card No access to account bookmarks or playlists Interface a bit dated Not the worst app in the world but I'd expect better from a company that teaches how to make apps Biggest problem is downloading on mobile data without asking,2
6/17/2015,"On the plus side, all courses from the website seem to be available so it is handy to run on the tablet while following the demos and workshops in full screen on the desktop. There are a few negatives though - the Recent tab does not sync with courses you've run started on the desktop, so you have to find them via search - when you do find one though, it does retain where you left off on the desktop; the video loses the buffer when you pause so on restart you have to wait on rebuffering,  which does not happen on the website; the app can be a bit flaky and crash for no reason; search is basic and doesn't allow sorting or filtering and the tags used on the website are not available - you really need to know the full name of the course you're looking for if it is a popular subject.",3
6/17/2015,Great app. Download for offline play. Excellent cost.,5
6/16/2015,"I have been paying for pluralsight for a while (back to when it was trainsignal).  There has been no improvements to this app and that is bad since you all probably provide training for apps, too (drink some of the kool-aid).  I would like to see an improvement in the near future or I might have to close my account.  Please include syncing across the web and apps, too.",1
6/16/2015,I can't cache any videos for offline viewing.,2
6/16/2015,Good application but download is very slow and gets interrupted frequently,3
6/15/2015,Great app! My only problem is that it doesn't quite seem to sync where I was previously watching from a different device.,4
6/15/2015,It doesn't sync with new courses and there is no zooming,1
6/14/2015,WONT EVEN LET ME LOG IN TO MY ANDROID APP,1
6/14/2015,"It would be nice if the app synced recently viewed so I could keep track of my progress as I switch between devices. I prefer watching on my tablet, but at times would like to use my phone.",4
6/13/2015,"This app has two functions: allowing users to find content and playing that content. Content doesn't really seem organized in a meaningful way. I have to search and hope I find what I want. Playback is decent with a few crashes and audio/video sync issues. Additionally, the playback multipliers don't work very well and often lead to choppy playback.",3
6/13/2015,This app is too basic needs some work,3
6/13/2015,"Earlier it use to work in my old devices.  Today when I tried it is not working.  When I Click on any course it remains in checking permission screen. Waited endlessly,  no use.",1
6/12/2015,up. Not good on my HTC One M8 Android.,2
6/12/2015,App is good when have data connection available but unable to watch videos when offline. Previously it was there don't know why developers remove that option..,3
6/11/2015,I'm not sure how they can charge as much as they do for subscription and have such a terrible app,1
6/11/2015,Superb and very convenient to use,2
6/11/2015,Keep crashing on me.,1
6/11/2015,Easy to get stuff and use alongside laptop,4
6/10/2015,I bought the subscription i cannot view the videos even after downloading the modules for offline viewing. Please fix it. Sinc is not good.,4
6/10/2015,When I try to use it again it doesn't start the videos. Works if I reinstall it every time or sometimes if I keep trying for several minutes.,2
6/9/2015,It says checking permissions and won't play video.,1
6/9/2015,No Chromecast support,2
6/8/2015,I can't understand why you provided offline features if it doest work offline.,1
6/8/2015,Learn on the fly ..good app ..though no offline buffer for the vids,4
6/7/2015,Sometimes work and sometimes require t restart... Android 5. Sony Xperia z3,2
6/7/2015,"Who writes and tests this app? It never ever works. After updating, it loses cached credentials, the videos never play, or download.",1
6/6/2015,Using it all the time.,4
6/6/2015,Great training and ease of use,5
6/5/2015,I need an app that works the app constantly says that I'm not authorized to view any of the courses it sucks balls,1
6/3/2015,Stuck on checking permissions,1
6/3/2015,Please adopt the device screen rotation. Overriding this and always turning tbe screen is extremely annoying.,1
6/3/2015,Very useful app,4
6/2/2015,Make it Chromecast aware please..,3
6/1/2015,Application is not nearly as polished as other offering's.  Does not sync progress across multiple devices and does not provide Chromecast support.,3
5/31/2015,"The app is easy to use and linked to your Pluralsight account. All history and progress is saved. Would've gotten 5 stars, but app didn't update the course after completing the last video... so progress stuck @ 97%.",4
5/31/2015,I'm a paying member and haven't been able to watch via this app. Sometimes it will play for a few seconds and then stop and other times it just won't play at all .,2
5/31/2015,Strange issue of Pluralsight download every time the offloaded course again and again.,2
5/31/2015,"This would be a 5 star app if I could rely on the offline modules. However, it seems to only download a small percentage of them and frequently delete anything cached",3
5/30/2015,El mejor entrenamiento a mi alcance. En cualquier lugar y a cualquier hora.,5
5/30/2015,For tech training it is a joke to have a broken app,1
5/29/2015,Rock tech with this training,5
5/29/2015,Good. UX Could be better.,4
5/28/2015,Great to have the plural site content available on mobile. Studying from the best of the best anywhere anytime.,5
5/28/2015,Please enable full screen videos.,4
5/26/2015,I have no issues. It works and is pretty intuitive. Note 3,5
5/26/2015,The least expectation of a user is sync.. Atleast app must sync with web history. I hope it is in under-development.,2
5/26/2015,Although Pluralsight is a fantastic platform for tech education this mobile application is ridiculously bad. Please improve it or take it off Google store.,1
5/26/2015,Please add chrome cast support to the app so that I can watch it on my TV. Right now the code is not readable on mobile screens. Update: I subscribed to monthly version but cannot access courses on mobile.,3
5/26/2015,"This is a promising app, but I can't use it due to the choppy audio reported by others. This needs to be fixed! Update: One year after, and the problem is still there.",1
5/25/2015,I used the app on my Samsung tab 4 and it worked seamlessly. The user interface is easy to navigate and is intuitive.,5
5/25/2015,I use this app almost everyday. It's user interface and performance are excellent. I have not found any issues with this app so far. I highly recommend this app to everyone who love learning technology through video.,5
5/24/2015,It has a good library. The playback experience could use a slight improvement otherwise I am a happy customer.,4
5/24/2015,Cannot play Video when playing online. We have to download a bog course to see a sample :|,3
5/24/2015,Otherwise it works as it should. Never had a problem. If it had better integration with my account I would give it 5 stars,4
5/24/2015,"The training provided by pluralsight is great, with loads of great videos, so if you are looking to learn about software development then get a pluralsight subscription. The app is ok, I use it purely because my Internet connection is a bit slow at home and the website can take ages to load, so having the app and being able to download the video helps. However, it's a shame that synchronisation of your history and progress isn't better.",4
5/23/2015,Great to be able to learn on the go.,3
5/23/2015,"-1 not working with slow connection, -1 offline support, -1 didsfunc caching",1
5/22/2015,"It used to work, and now all it does is crash upon launching, even after rebooting my phone.",3
5/22/2015,Video could take a bit more space on screen to be truly full screen,4
5/21/2015,Nice app very easy and use friendly,4
5/20/2015,Freezes sometime app will not load videos. Already had to install it 3 times,2
5/19/2015,The content is good but the developers of this software are doing the content providers a huge disservice by not fixing the performance / choppiness / delay / buffering issues.,2
5/18/2015,"I like the content of pluralsight but the app's choppy audio is very frustrating. I find rotating the device helps for about a minute. Given how bad this app is, it makes me second guess the quality of teaching they are providing.",1
5/18/2015,Has my login info correctly. Just sits there checking permissions.,1
5/18/2015,I've had to reinstall this twice because the app doesn't think I have permissions to view the videos...hmm now I can't search,2
5/18/2015,"I just can't use this when lying down, phone rotation is supposed to stay locked when off. S5 android phone.",2
5/17/2015,The audio is choppy and the phone gets hot in landscape mode. Unusable as a result.,1
5/15/2015,Very poor quality app especially from a tech company,1
5/14/2015,"Pluralsight is a wonderful resource, yet the mobile app is severely lagging behind the site in features and overall user experience. I would gladly increase my rating should this change in the future.",3
5/14/2015,"I haven't used the app for some time now because at the course view, the video just sits at, &quot;checking permissions&quot; and never loads.",2
5/14/2015,I was expecting it to work with Chromecast. Does not have my history from the site too.,3
5/13/2015,Excellent!,5
5/13/2015,Awesome application,5
5/12/2015,Above 1.5 speed setting sound is unusable plus if I press on/off screen button the app stops. What if I just want to listen to the videos and save on battery? In the side pop up menu (which is very nice idea) you can only see part of the title and the menu covers part of the video. What if I like to have them both on at the same time?,3
5/12/2015,PluralSight offers really good training on a wide variety of topics. This app needs to provide a way to cancel downloads,3
5/12/2015,Very nice resource for developers.,5
5/11/2015,"Fantastic app for me, not worried about what other people think about this app, makes it even lovelier bcos I can study on the go with my note 4 while I'm away from my computer. Keep up the good job guys.",5
5/8/2015,"After updares it stops to be usable, cant dow load content and cant watch videos. BUT -  clearing cache and data on app and it gets usable again. With offline downloads too !",4
5/7/2015,It would be nicer if play lists are available,3
5/6/2015,It would hav been better if we had an offline version,5
5/6/2015,"Will either hang, or just keep on trying to validate license. While on laptop the video will work instantly. May be their idea to force you to higher subscription level.",1
5/5/2015,"Poor performance especially in full screen play-back. Please fix performance issues, as the content is really great.",2
5/4/2015,Needs Chromecast support,3
5/4/2015,The courses are great but the player can use some serious reworking. Support bluetooth play/pause buttons. Enable progress sync between devices. Reminders would be nice too.,3
5/4/2015,"Offline viewing doesn't work well, set several things to down load and hours later they still hasn't started downloading. Chromecast support would be good.",3
5/4/2015,"No chromecast support for Android, but you do have it for ios? It also needs support for playlistz from the website, and the overlay doesn't go away when videos change unless you touch the screen. I will update the review as issues are fixed",2
5/3/2015,Having trouble viewing content. I check all my streaming apps and they work fine but not Pluralsight,4
5/3/2015,I have a Samsung Galaxy Note 4 and since I upgraded Android device to 5.0. The application just keeps crashing...use to work. I can't even open the application. I have gotten no response from the tech. Support...I will give more stars when it actually works,1
5/2/2015,Videos do not load in android lollipop please update,5
5/2/2015,"Great app and a must have for any IT fan, geek or processional!",5
5/1/2015,Works very well on my phone and tablet,5
4/30/2015,App is good to track. But while playing videos it crashes a lot.,2
4/30/2015,Can't login,3
4/30/2015,App isn't working....,1
4/29/2015,Can't access almost all videos. I have a Monthly Plus membership which entitles me to view every video on the  PluralSight website but I cannot access practically any video in the andriod app. Deleting.,1
4/29/2015,I love the fact that I'm able to access training from anywhere especially the gym. Now I don't feel like I'm taking time away from training when I'm out. but the UI for navigating training is really bad and not very usable. Additionally Plural has allowed me to take my career further than its ever been beeing a polyglot developer. Hower the lack of modern java coverage and lack of scala coverage makes it seem like jvm technologies are no longer important. I love pluralsight but it could be better,4
4/29/2015,Sometimes I have to logout and login again to be able to download videos. Video overlay reappears between sections and I have to touch the screen to make it disappear again. Also some syncing and the ability to do the assessments in the app would be nice.,3
4/28/2015,"LG G3 and even download for offline viewing, the videos are so choppy they are un-watchable.",1
4/28/2015,Great app,5
4/28/2015,"Picked 2 random courses, both won't play",1
4/28/2015,It keeps crashing on me when i scroll down from the recent tab on my samsung tab2,2
4/28/2015,"The app crashes frequently on me.  Some of the courses have a very annoying stutter in the audio track. And you cannot tell it to save the course material to your SD card. Many of the courses are great, too bad the mobile app for Android is so bad.",1
4/28/2015,"While Pluralsight is amazing but this application not working properly, some time not responding, checking the permission take a very long time, some time telling  yoy have no access on a course while my subscription is valid... please fix it",1
4/27/2015,App crashes,5
4/27/2015,"Does anyone at Pluralsight actually read these comments?                                           Update: Still, Video / Audio is choppy when viewing in landscape mode on my brand new Samsung Note Edge! Shouldn't be choppy at all! It's not my Internet because I currently get 8+ Mbps download speed! Works fine in portrait mode. Also, my home WiFi is 100mbps+ with comcast so I know it's not my Internet speed!",1
4/27/2015,Very convenient to use,5
4/27/2015,Better,5
4/26/2015,"As many people have said, it's good but would be better if it was synced to the desktop account (i.e. play lists etc).",3
4/25/2015,Excellent courses but had to change review since downloading courses takes forever. I have to keep the app open and have to pause and resume the download or else it just stops downloading. Sometimes it takes days to download a course as I cannot monitor the download untill it's complete. Would be nice if downloads could continue in the background. Having issues with downloaded just dissappears and download starts again. This ised up all my bandwith for a mont in just one course :(,2
4/25/2015,...and won't get past that stage. I have an active Annual Plus account! And the iPad app is only marginally better!,1
4/25/2015,"I really can't believe there's no history from the Web browser sessions. No bookmarks, nothing.",2
4/25/2015,Patchy sound and less than smooth video playback when running in landscape mode.,3
4/24/2015,Don't bother,1
4/24/2015,What more can I say than what has been said by many others? It needs to sync with them site. Would be good to get some of them site functionality in here too. I like being able to download content. That's awesome.,3
4/24/2015,When trying to play at 2.0 rate and full screen on my nexus 5 the player struggles and the audio pops like crazy. Virtually unwatchable. The middle I am watching is downloaded so it's not network. Please fix that so I can use my phone to watch lessons.,4
4/24/2015,Good content but app needs To add chromecast support,3
4/23/2015,"Really like the offline mode when flying. Would like to have chromecast support, but in the meantime I use screen casting.",4
4/23/2015,This app works wonderfully but it lacks some of the most necessary features which would make it truly useful. If you can bookmark items in the web console then you should be able to see those bookmarks on your mobile device. Same goes for Playlists. This would allow users to resume where they left off. Additionally I should be able to browse and bookmark on the go. The &quot;Recent&quot; section does not show what I have viewed on my laptop. If these features were added it would enhance the usability of this product many times over. I would be remiss if I did not state how wonderful the videos look and how well the course navigation works in the app.,2
4/23/2015,Need more improvements but overall is good,5
4/22/2015,Landscape mode doesn't support fast play. I have to use portrait but then the video is to small. Doesn't show my courses. Search bar displays too little.,2
4/21/2015,Audio in landscape. No sync of history. Shame on pluralsight for not addressing these issues for months,1
4/21/2015,"If there is a trick to playing offline content, then I do not see it.  I have cached a couple courses... I click on one and it looks like it wants to play.  I click the play button and it returns me to the menu of cached courses. Also, it does not seem to have Chromecast support.  Very lame app... I might downgrade my subscription in a bit...",1
4/20/2015,Won't even start without crashing.  Galaxy note 3.  Android version 5.0,1
4/19/2015,"So far didn't face any issues, very responsive",5
4/18/2015,"The pluralsight  app overrides the system settings to enable screen rotation, even when it has disabled system wide.",1
4/18/2015,"Everything sounds very choppy even in 1x. It does not buffer ahead. I have no problems playing netflix, amazon movies, etc. This is not a bandwidth issue.",1
4/18/2015,Excellent app.. Specially love the offline feature.,5
4/17/2015,"EDIT**** They fixed the sound issue, well at least i don't have it anymore so kquite usefull app *******                The sound shutters so much it's impossible to watch. On a Nexus 5. Made by a company that is supposed to teach you how to code for mobile devices...",4
4/17/2015,Got another year subscription,5
4/16/2015,But eats the battery at a crazy rate..,3
4/16/2015,All I wanted was to log in and watch a vid from my list of bookmarks! No can do. Uninstalled immediately.,1
4/16/2015,Often the app just hangs on playback. I have fast WiFi. Sometimes killing the app helps.,1
4/15/2015,This app makes it easy to access content from the website. Very nice.,5
4/15/2015,"Chromecasting is a must have, please add it. Bookmarks and history is missing as well",3
4/13/2015,Great app.,4
4/12/2015,Loved it alot,5
4/12/2015,"Worked well enough for downloading and playing the content for a few courses. Then, everything just stopped working for both online and offline content.  Player could be better when it does work (devs - take note from other online video content delivery provider apps).",2
4/11/2015,This company and app have been a great boon to my growth as a developer. Thanks Pluralsight!,5
4/10/2015,ADD AN OPTION TO LOCK THE SCREEN. I have accidentally hit different lessons more times than I can remember which cancels your current lesson without any method back to your previous location.,1
4/10/2015,If I wanted to continue my course in mobile app it won't show the course I was watching on the mobile. It looks so outdated,2
4/10/2015,Checking permission even I had a annual plus account,1
4/9/2015,The UI needs a refresh to standards and there's some bugs lingering. Reopening the app shows a toast &quot;course not found&quot; and I have to search for what I was doing again.,3
4/9/2015,"More often than not, the video doesn't play, I just get the loading icon, but nothing loads. It's very inconsistent. No options to bookmark items I've searched and want to revisit. Recent items doesn't seem function properly either.",2
4/9/2015,Huge database,4
4/9/2015,I have got a problem with this app. If I wanted to watch the lessons in landscape mode my devices start to lag. If I put my phone or tab on portrait mode there is no problem at all. Samsung Galaxy Tab 2 & Motorola Moto G,2
4/9/2015,"Would have given 5 stars,but it gets all choppy and screws up when you go to full screen.",4
4/8/2015,No Chromecast,2
4/8/2015,Today it is stuck in a &quot;checking permissions&quot; loop. I can't upskill on my commute despite having my company buy their subscription because of their poor QC on app releases.,1
4/7/2015,"Great content, impressively poor app performance, especially considering content is already downloaded to the phone. Audio skips every 2-3 seconds. Gives the training a bad face.",2
4/6/2015,"When I download an app it seems to work the first time or so, but that course becomes inaccessible for some mysterious reason and I end up downloading it all over again. It defeats the purpose of offline browsing and also is frustrating.",2
4/6/2015,But how do you cancel downloads of modules? I can only seem to pause them on the app.,4
4/5/2015,Keep displaying this message from last 3 months and unable to view any tutorial,3
4/5/2015,"For a company providing development training it's impossible to think why they think this app is good enough. Poor controls, the faster audio skips sections. Honestly it's just rubbish.",1
4/4/2015,"Even though you are required to login it does give you access to your play queue, neither does it synchronise any viewing data for partially completed courses viewed elsewhere e.g. desktop.",3
4/3/2015,"The courses are good, love the site, hate having to remember where I left off or what courses I wanted to watch next.",3
4/2/2015,I like downloading courses for offline viewing but it's very slow over wifi. Playback also can be choppy.,4
4/2/2015,"No lesson syncs, has less functionality than the website itself, and often lessons have audio&video sync problems even on a samsung g s5. Lesson contents are mostly good.",3
4/2/2015,Solid app.,5
4/2/2015,"This app is pretty good, but I noticed it skips at higher speeds (I.e. 2x) in Android 5.0 when viewing landscape. Seems fine in portrait.",3
4/1/2015,Choppy audio in full screen on HTC One M7 when speeding up from 1.25 and above.,1
4/1/2015,Love the content.,5
3/31/2015,It's a great website. You can make it better if you have a less buggy app..,1
3/30/2015,"Excellent app, terrific service.  The subscription is well worth it.",5
3/30/2015,"Choppy audio in landscape on my phone, makes the app pretty much unusable when I'm on the go. Audio is fine with portrait but frustrating that I can't flip for a bigger view. All other video apps run fine; Netflix streams perfectly in landscape.",2
3/30/2015,This app would be excellent... If the audio worked. Unfortunately when viewing videos in landscape mode the audio stutters making the videos unwatchable. Shame as the features are all there but this one problem makes the app unusable.,1
3/30/2015,Thanks for the contributions !,5
3/30/2015,I get some lag on horizontal view and sometimes the app crashes. It's okay for the most part.,3
3/29/2015,Didn't know they had an app and it already does everything you need,5
3/28/2015,"Overall, a good application to view from mobile devices. I would still prefer to view the courses from a laptop or desktop. One minor issue I noticed is that when watching from landscape view and switching to the next topic, the pause control appears right in the middle of the course content and does not disappear unless you rotate your device into portrait view and then back to landscape.",4
3/28/2015,"Great app, but does fail randomly",4
3/28/2015,Teacher in ur pocket :-):-):-),4
3/27/2015,"This is a great app, but there is an issue with full screen and module transition. When it transitions from section to section the screen overlay comes back up. This should be fixed. Otherwise great app.",4
3/27/2015,"Simple to use, very good App.",5
3/27/2015,Simply doesn't work.,1
3/27/2015,Nice app.,5
3/25/2015,Not intuitive and does not update my progress across devices .  Pulling out my laptop to watch,1
3/25/2015,App won't let me login.,1
3/25/2015,Don't like the app.,2
3/25/2015,The video is too choppy on the android version.,2
3/24/2015,Overall I'm satisfied with the app and the service. I get 2 issues.  Some crashes when I try to change videos in the middle of playback. Also sometimes the play/pause button remains hovering over the video while the video is playing.   Android 4.4.4,4
3/24/2015,"Not able to open it , crashing everytime",1
3/24/2015,OK to use,3
3/23/2015,The audio hiccups on every video. I would also like access to my saved courses from the site. I will stock to the browser I guess.,1
3/23/2015,"I can log in without issue on any computer, but the app refuses my credentials. I would love to view this training on the go since I have an hour commute each way, but I can't. Back to Udemy it is.",1
3/22/2015,"2015-03-22 - PluralSight, please contact me. I have a laundry list for you, and I'd rather help you isolate the issues than give the app a bad review.",1
3/22/2015,Tech app,5
3/21/2015,Where is the full screen button? Where is the Chromecast button?,1
3/21/2015,"Without syncing history and favorites, this app isn't very helpful. I wasn't expecting the app to have all the features of the website, but these two are really the only ones I need.",2
3/20/2015,I would do five star however on my LG G3 the app is really choppy and playing video back in a horizontal view. I can only watch video from my phone in a vertical view so the print gets really small at times. Other than that the app is great. so when I watch video with small print I have to go back to my computer and watch again.,3
3/20/2015,"Sorry but the most important feature of this app is to learn by watching and listening to training videos. You can't do that if the sound is not clear, it downloads the videos for offline playing not the network so why is it stuttering my phone is new and high end so that leaves the app.",1
3/19/2015,Audio stutter. Video not always synced with audio. Ignores screen rotation setting. Needs favorites of courses interested in viewing. Displaying course paths would be major plus.,3
3/19/2015,- 4 stars for not even allowing me to log in. I can login fine on any computer ie laptop or desktop but the app keeps giving me an error.,1
3/19/2015,"I like the interface and speed. Would be great if we have learning paths are also integrated in the app, like you have them in desktop portal!",3
3/18/2015,"Pluralsight itself as a service is second to none. The android app works satisfactorily, albeit is behind current useful site features (bookmarks, playlists), also chromecast support would be nifty.",4
3/17/2015,This site is the best for aspiring developers such as myself.,5
3/16/2015,Trying to watch a module leads to a black checking permissions screen.,1
3/16/2015,"Not as good as the website, but nice",4
3/16/2015,It's quite okay but even though I have downloaded some courses for offline viewing the app suddenly says they're only 17% downloaded. Very frustrating when you're on a slow live abroad. The lack of progress sync is also annoying. I don't know about the Chromecast support in this version but it appeared in PS for iOS before Android. Weird...,3
3/15/2015,"After first day: Several unexpected crashes during playback. Downloads are astronomically large(over 500mb for one module with 7 videos) and take forever to download, then they won't even play smoothly. The videos jump and skip a lot. It should sync with my online account. Meanwhile, I am supposed to be learning from them how to make apps, but I wonder if their devs should be the ones taking these courses.",1
3/14/2015,The best developer content out there.,5
3/14/2015,Need some work,4
3/14/2015,What's the point in having offline content if you can't play it.,1
3/13/2015,"No bookmarks, no playlist, playback is choppy at any speed above 1.0. Downloading module for offline does not work, it just sits at 0 percent.",2
3/13/2015,"Pluralsight has plenty of good content, but this app is terrible. Offline feature fails most of the time, making my premium signature almost useless. No bookmarks. No playlists. Syncing with web progress is poor. Needs a lot of improvements.",1
3/13/2015,"Can't compare to the previous version since this is the first I've tried. But compared to the windows one which perhaps lacks in features, the features here is very unstable. I can't even change chapter or it will throw you to the main",1
3/12/2015,"Sometimes the videos are choppy in landscape view.  It's not the network as the videos have been pre downloaded over WiFi.  If landscape is choppy, you can still watch in portrait mode.  4/5 stars",4
3/11/2015,Best source of the latest development training courses,4
3/11/2015,"Bookmarked courses must be a priority, instead of digging the context menu. Also there should be a play and continue were the course was left off.",3
3/10/2015,What a disappointment form the website version. Poor UI and downloads never actually do!,2
3/10/2015,The service has a lot of great tutorials.  The app makes it convenient to store some to watch offline. Recently fixed a lot of performance issues.,5
3/10/2015,"The pluralsight content is amazing, but this app is barely usable. The app frequently crashes, and pauses frequently to buffer audio/video. I prefer to watch videos on the way to and from work, which is difficult when the app crashes every 2 to 3 minutes.",2
3/10/2015,Thank you guys! Great job on patching the app for lollipop ;) Wish the web-ui would have retained non-tag based course layout too :),5
3/9/2015,Is anyone reading the feedback here? Audio even in offline mode is horrible!,1
3/9/2015,Considering that using this is a premium feature the offline capabilities are poor at best.  After watching a course offline I find that my status on the website has not been updated. After watching a section of a course the overlay refuses to disappear which leaves a pause button right in the middle of the video.  Considering that the content is so good the app is so bad.  I'm using my Nexus 7.,2
3/8/2015,"Sometimes runs fine, but most of the time audio is glitchy, even when I make sure nothing else is running",3
3/8/2015,"As each video starts, the progress bar and play/pause button are shown but are never removed from the screen. Contrast this with their appearance and fade-removal upon touching the screen. Changing orientation removes them. I realise that there's limited competition  with other apps to serve your content; nevertheless, it would be nice to have the bugs removed. Thanks.",2
3/7/2015,"I have a limited subscription available through MSDN. Using this app, as well as the Pluralsight website, there is no separate list or way to filter to show just the videos available to me. Also what I have watched here does not reflect in progress I've made through other devices. Would be nice to have progress sync'd across devices. Great courses (some of the best there is) but not showcased well in either the Android app or even the website.",2
3/6/2015,Sucks,5
3/6/2015,Pluralsight gives you training opportunities you would typically wouldn't have been able to afford.,5
3/5/2015,Can't get past checking permissions...,1
3/5/2015,"I've been trying to watch some of the videos with my galaxy note 3, and with one exception, every video I have tried has had audio problems, even with the course fully downloaded for offline viewing.  The same course on the desktop is just fine.  I have an ipad too (and some other android devices I could try), but I've not yet tested playback with it.  The very first file I ever played was good... but every other one has been unbearable.  The course content itself is wonderful...the review only reflects the player software.",2
3/5/2015,The app seems to be stuck loading the videos but nothing happens. Galaxy Note 4.,1
3/4/2015,So far no crashes on my Galaxy S5 or Tab4. Of course not as good as the website but okay for the commute to and from work.,4
3/3/2015,"Update: After the latest update, the app behaves as bad, if not worse, than before....    The only reason for me to install this app was for the offline feature, and it doesn't work for me. Also, the audio is constantly interrupted. If I access the site via the browser, the audio is fine, so I guess is the app. This review is for the app, the site content is 5 stars",1
3/3/2015,Pluralsight teachers do a great job and provide excellent step by step training on so many subjects.  The app makes it so easy to navigate.  Its like having a complete training facility in my pocket.,5
3/2/2015,Audio stutters when screen is rotated to Landscape on some videos.,2
3/2/2015,"I think the app needs to be updated because all I'm getting is clocking and doesn't load my previous saved courses. Connection to the web server appears to be faulty. I'm logged in fine, however when I go to play videos it keeps loading as if it needs to check account credentials, any of the new videos I try to watch still have the do not enter logo sign...?",2
3/2/2015,I really like the service but the app keeps crashing. I ended up using the mobile website which turned out to be much more reliable...,2
3/2/2015,Works great,5
3/2/2015,"The app just needs a few tweaks for a five star review, for me: 1. a button on the video player to switch to full-screen. 2. Notification area playback controls. 3. Last but not least, I like to listen only sometimes. Allow me to turn the screen off and otherwise play courses in the background.",4
3/1/2015,"Installed today for the first time. Its not working. Search is not working. I have login, and was able to login. But all I can see is blank screen. Trying on WiFi so no issues with connectivity.",1
3/1/2015,3/1/15 still terrible.,1
2/28/2015,Very helpful in understanding complex subjects!,4
2/28/2015,Download for offline is very slow.,3
2/27/2015,"Does exactly what it should. Plus, like the iOS version, allows courses to be saved. Nice. Some other users report problems, but on the Nexus 6,at least, it does exactly what I hoped it would.",5
2/27/2015,"Lots of problems with this app.  I have to restart my tablet often to get it to work.  The screen does not go into power saving if you forget to close out the app, so the battery will out in just a couple hours. The website is way better.",2
2/27/2015,Every video I have tried has stuttering audio in landscape mode online and offline. This a known problem they have yet to correct. This app is unuseable garbage. Follow their advice from their support forum and just use your browser. Pretty bad that a company that claims to teach programming publishes a broken app they will not or cannot fix.,1
2/26/2015,"It's an okay app with great content, but it needs Chromecast support!",2
2/26/2015,OK but horrible flaw in that history is not synced with website.,4
2/26/2015,"Love PS content and never have problems with streaming through the website at home.  This app was working well until the last update (even with severely stripped down functionality).  Now, video hangs every few minutes, kicks out to main screen, and doesn't track progress when I restart.  Very frustrating since my client blocks the website on their network, and mobile app is my only access to PS.",3
2/26/2015,"Only minor connectivity issues,  not sure if it is my provider or the service.",5
2/25/2015,Was all excited Android finally received an update and then I actually launched it. No Chromecast support and the audio stuttering still exists on higher speed playback modes. Better but still pretty worthless.,2
2/25/2015,"Yeah, I have to second that. Why no Chromecast for Android?",2
2/25/2015,"Pluralsight is great but this app is a real letdown, it does not have the essential features found on the website.",1
2/25/2015,I use this in the car with offline resources to do training on my long commute. The resources are excellent and this access is just what I need.,5
2/24/2015,"The app has the basics you would want in an offline viewer. Navigation options could be more visually pronounced. My eyes do not naturally read the gray text quickly. I like the module view. Lastly, the 30-module limit isn't bad.",5
2/24/2015,"Very good content, apps is not bad but can improve",4
2/24/2015,"The audio stuttering in landscape mode is awful; since I use my phone to watch videos during a commute, trying to view code in the portrait mode viewer is all but impossible.  It's been like this for at least 18 months, possibly longer - can't believe it's still not fixed.",3
2/24/2015,.,4
2/24/2015,"I've tried many &quot;CBT&quot; packages and providers, and Pluralsight is the best fit for me.",5
2/24/2015,"Streaming is not smooth,  the ui looks stale and the app is not intuitive. The content is nice though",2
2/23/2015,There have been many topics which I have needed to gain knowledge fast but also don't have the time to learn the subject in a classroom setting.  This brings the classroom to you and can even double as an &quot;audio class&quot; much like audio books.  Great app and great service!,5
